# widthSeld, typeSel, A0_8, A1_8, A2_8, A3_8, B0_8, B1_8, B2_8, B3_8, C0_8, A0_16, A1_16, A2_16, A3_16, B0_16, B1_16, B2_16, B3_16, C0_16, A0_32, A1_32, A2_32, A3_32, B0_32, B1_32, B2_32, B3_32, C0_32  
2 0 4C 6D F3 8B 67 1A 28 7B 05 A89D 3201 6967 96FD 35B7 93D9 6BD5 B404 651F 5E0BA06B 9CC66F91 78108351 A6BE6CE5 1F11A407 34FEFBC7 8588A1B6 5384C621 9920D04
1 0 CB 57 19 77 54 C7 DA C3 0F 8194 86D2 393E CA85 58B0 E1CD 541E A91B 1B14 6EEE6E20 DD6D6232 B5A85016 41447802 4B26AB4A 3D27880A 83E0B7C7 EAB521F4 12BAB43F
0 0 29 CF 40 E4 49 58 C4 F7 5A 3285 E6F9 3D4D 21F2 6A7F 73D 5E84 7BB6 C3ED C33A1444 604A47CF C26E3EC9 5F1A83C5 9EE678E2 E88976B6 9B956966 24260F47 DAEB644B
2 1 8D ED A4 EC F1 F2 BA DA 8B C37C D3DC 309F D6D8 F3C DEB8 8AA B58B 3409 E9E289A 68216BFB 7284B6D 9D3BEED9 61F7A180 9B4636D7 D5302024 F846FEE3 96430A
0 0 E7 F2 8A BB 5D BE D2 14 26 1245 6234 3129 4914 77D9 81B4 D005 47F0 9B3D 1D411C12 5C0AF732 C2610FE5 306FDA98 124A6281 40ABBA9B 16C19C8B FE53B442 EE52B3C5
2 1 88 0F DA AA E2 68 2C F5 2F BA23 5DCE 75FB 4983 AC17 13D 5506 CA6A C696 3254F012 49BAA1F F39027DD 886B05A 90561D99 306E1A7A AC155DE7 A6D0E19A 5DD60D42
2 1 E9 DE 10 40 26 69 92 60 CF 640C D0C6 A72A 2E81 2652 2C3C 4762 E0A8 3ACF 76B49425 3AD7DE33 2D9AB045 60EA880E 2E7A09AD 964AA3EF 2EBDCA76 FC3C78CA DAE53BA
1 0 F0 4F 7B 2B 94 77 DE 0D 76 B2AC F8BE B5AA 62B 60E4 D11C 8359 140A D840 CAE56215 BD9BEAC5 BCD3D04 AF82839F D1104DD5 DFDAE764 1013BA7F 2688937 1687444E
1 0 C2 2D 9D 07 68 13 97 60 6D 86C9 FD1F 52DF 7A32 6EE5 C945 5953 23C6 3CA 9819098D 3DF424E5 F06E6B89 A65F56C5 8279C5A0 9F861487 2BE4FCE0 69BE3B77 E8D4CF26
0 0 6D D5 E2 7A 71 CE 13 1B 83 6018 2CDA 9A38 6926 F16D 7CEA 1A69 A337 B081 B0C00E53 72B18FF4 B9701E00 B29F8B34 482F08BC 2AB03506 A6A4333 612FA848 46F8565A
2 0 B7 90 7A 6B FC 0C 26 87 E8 B01B 7F0 989C 75D2 384E 6633 12D4 4625 9FE0 64BE67A 57E9FCD6 807DF4AB 99A1148B 633C99C9 E19D9445 5E930236 D539D82F D2975003
1 1 D3 DD C8 36 B3 4A AE C4 77 DF6C 144E 8A82 D80D 2ECD E7CE 6862 807B 5701 14E135E4 65B301C6 EB716C25 5E06075 97DEFA2C 56441F13 555A2524 82ED07FB 5560F0C2
2 0 38 94 C4 46 C9 98 01 74 C1 C3F8 70C6 B39A C3 F5E8 DC5D 8100 4421 FDF1 2380780 1AC60280 6955401B 7F179A49 FCB6BBB2 BAF2A25E A049553A B130A36E 6C0BF072
0 1 E5 0B 3C DC 70 2E 8F 62 28 B91B FFA0 AACA 51E3 CC21 D3B1 BC3F 846A 6C0 FA5AD876 7B518EEB A3CDB363 879DC3CA 4FCA6811 F3F528BD DD16725E EA555008 EF1104FF
2 1 94 E6 23 74 F7 95 76 0A 53 61B5 9D0F ED40 17B0 7650 AA09 5EE2 F174 AF47 46BE4DE0 FF5AA4BD 4AF61439 503E1766 FB458D81 D14313AF 63263B64 43577333 9B0AB95D
2 1 9B 8E F6 37 2C 23 99 04 EE 5D7F 2D91 1CD6 BE51 F01B 240B 1DB2 271 5F83 9A638FA9 6A4674E1 CF7B5CE8 A520A114 A0022335 9C3B6155 219B9C14 B7A177E6 7E5BDE87
1 0 F1 BF 49 B0 A9 E6 8A 07 50 1346 CAE4 54FA 7A2E E504 412E B145 7342 F57 F059389A 310E813C 2065CCA4 30F8C207 8638A1D7 617A2B 6840C263 A433BF9D 5FA14802
2 1 E6 9F 91 90 B4 DD C1 54 B7 FAE2 C05D 4731 DBA 835F 9110 AF55 3950 E69D 6FF3D25D FDF7B27 20236380 26585294 899D7E8D AB87AF51 222DD2F6 CCCD14B1 DE82AC88
0 1 E8 97 21 9C 54 65 A2 80 B9 B008 689C 8146 E75E 121C 6160 6EA3 2134 CD2A 67A7955 6665E0D4 CEB48E3E 306A1233 576CDDFE 33EB2D7D 156F8E7 E225A0E2 5F43579B
2 1 04 EA B5 D1 F8 B5 37 06 12 3E13 B9E8 570A 9ACA C73F D6C0 BEAD F5F5 D127 9AEF7DC5 F5555C3B AFF4BA6B F3CEB1EE 27B9B9BF 9920FAD8 A7A3F9B1 788EE709 CBA0CB6F
0 0 78 A6 4A 7F 0B 30 CB 43 0A 4D1B B77D 467C 2F53 407C 8CBC 20D9 FF69 2116 20B93AF2 7769081B 941FAD1B 175C6114 944935C0 99CAD421 552405FF 135BF900 428E17C8
0 1 ED 5B BF 6E 6D B3 BA 2E F4 949E 7FB6 58B7 4681 2D54 93B1 6264 24FA E8DB 1925A0E9 5164DA7B FC13710 6CBFD6A2 777B4E2A 356ECCBF F36A3D59 AD6338DD 3562EC7E
0 1 2E ED 4C AE 24 DE 6B 8B F6 F6DF 8EF5 CE00 1763 C97A 4BF1 23DB 1C0A D805 CF9370A3 5972014B 3FD0295D 615410B7 71447C1B 52CDA4F4 AC83B913 3C2954D 3F082C7B
0 1 0B 56 D9 20 9A E4 83 F3 9F 5931 93E7 1456 F535 3666 319B 48B8 28B1 B935 880EE91E A3B1C6D5 24A045A6 DA57BAC 46971325 7BE8C8CE 4C34CE61 676FCA7C 81F9D0B
0 1 CF F4 03 A0 19 3A F4 2D 7F F174 172B 4680 6404 F7C3 FCB5 2DF7 1A6D B920 8CB2C080 52599ADC 3444DEC9 977A780F FCBC6C71 310D5240 E17AD84F 48F51537 4043EA98
0 1 A0 F5 47 F2 A7 C8 68 9B 37 F6B7 508F D841 5EED 1DE6 D4D6 E4B7 70E2 10B6 BCA949F5 5A6533EC 6A872DE8 88CA1541 A646D1C8 42EE1B6D D0745EA5 A63572C6 9ECB2D07
0 1 B0 15 36 A4 94 E2 20 83 03 5F1C 5982 E012 16FA 52E9 7D9B D9F0 2369 8586 98F8AD6A F898DA06 9FD5DD46 FD1237C 7E7CA81 5133FBD5 16DA229 7A574241 3B2A8DCA
1 1 7F 9F A8 83 4F DC 38 2E 07 AE96 39B9 D741 A086 FB90 1AD9 39B9 2D1F 6383 8B2D1BB9 195C29DA 35317817 35622E73 1091673C 9CB5485F 53C6A91F 3B441BAA 66619A9E
1 1 0E F4 8F F6 64 45 81 62 DD 8B74 673B 4D4E F87F 5FEA 5224 D3DD E082 AA2A BFFAD64E B2F5F22A 7B2A2521 63E4FF48 E5B0E546 38EE4785 1521828F 3B1D0572 36CC6220
2 1 CF 04 86 33 08 A6 DC D0 32 8E03 D84 1596 5985 B0CB F0FF 6A3D FB35 C112 BE6F48B5 28DC7387 300C7D53 88483A8 A40EA3CA F7A7617D 1D2502B5 DD426D65 4B478684
1 1 E1 23 C5 82 6E 64 43 F9 E4 CBAA D718 970C 8686 2EAC 3B97 B176 A535 5798 3CFA511E 403679C4 B4628BE6 F9C8D7EF 1F6B482D 2CF3D2DA 247ED261 60B0217D F69F6245
2 0 71 68 30 44 41 83 B4 1B 99 30DD F1E8 75EB 9A30 2C27 A7AE 19C2 DD59 FC65 D2213231 37E8FE23 E5C4F407 31D7EC03 9FCE83B2 A3C443AC 2DF73F21 B3153420 59D2B74
1 0 C2 17 EF EC 02 BF D5 A6 DD E9DB CA95 4CEE EB7D 36EB E4B2 FFD0 502F 42AA B6831B7E C3771424 6C4A07B4 9EEE3B46 BC7F99BA 74CD617 C7538CCC E7365056 E1234EA7
1 1 B8 A6 8F 5B 5A AC C2 AA 9F 7A52 ED50 6B43 6B0E 3375 2FD2 C258 9D0A 3E46 E9FCC07E C0C6F5BB D6E06382 659FB875 651101F5 79148DB2 F37BF09 5B9C09E3 33859117
2 1 15 CE 18 18 0B C7 63 0F 6F 9035 798D BB3E C5A7 C67B 53EA C6E4 9D83 172C 8374DC70 CC4A205E 5B5B4FA8 DD21B9DD 9504405D 4EEE82A8 AD8BAC6B 416058E9 18E84B19
1 1 94 BB 62 9B 30 98 55 EA 7E B50D FBC4 2EA7 DEB8 B570 F78A 23E2 B088 A416 7D96564A B855EDBE 6940E48E EC141C32 E3DBE75 2654861D E2CD6162 B6F506F7 49D07608
0 0 37 F7 FC 91 88 8B 9E 42 CF 7E5B 76A4 7339 B130 2E03 C4C 1295 55DA 2EC5 5E78DEBD BD734BDF F4314470 BD9EDF7F 311ED47B 79D88E91 F6CF8121 8057B2C9 F2EC4DC1
2 1 8D F4 77 E9 80 DD A1 87 79 7945 683F B72E FEE2 F534 7177 35A8 22C1 7131 DD5DE6EE 5BECBE82 524FD33C 315CADB4 5A7BABD1 C79F8FAA 7B5C1C4F F51605CA 77FA3C75
1 0 A4 99 98 4F AC D4 BB 4C 82 2019 3C23 24AC EA89 260 E911 B96B 63F2 D51B 989BDF 547EEC80 FDEFB7E9 7C4072DA 6EC5855E 896D7FD8 E42A61B1 C116E3B1 F429BBA1
2 1 84 76 65 90 70 1A 72 DC 92 2FA0 3675 93DD 470D 89AF E635 7B73 2D13 19AE 6807D877 2AD747BC 3C5A8EA9 8896653 9660DB56 5D3E9CBD 76EB8243 DBA33A71 8E7033DC
2 0 F0 34 3C A1 0D DB 1B B5 CB E2C8 2881 B0C0 A0EB CB1F 93E9 F857 7F75 C8EF 7D1A7B09 96849EB4 EC708DC7 5D07075 2DA328AA FC081AA7 3A63A58 61D898D2 63087472
1 0 93 89 33 B5 CA 17 BA 06 68 943B 979C 5BE5 2614 85E A1B3 7746 AA8 608A 19005A74 9A261204 2BB6D114 3BD7B234 5E2BED02 F1029CF3 EB22C255 D41554EE CD3186FA
0 1 37 F5 BF 29 DF A6 51 8D 0F 6008 771F E5DA 94F 7B8B 4525 C857 CE3E BB13 17201EA3 993C595C 3E50747 95F5DC3F 49810CC6 5D6E3A15 54AD3BB1 2FD10764 669C2462
0 1 56 6E 32 08 11 30 EF B2 E0 ED64 2A6B A71B 5455 7E3C 32C7 9F6E D2BF DAB3 7EF618F9 89B170E9 C81374C6 152739DD EDC0B5E3 DE404EB4 F4039616 EC0B26AA E5851AC
2 1 FC DA E3 1C 00 F9 E8 6E EA 2EFF 9754 7DA2 B932 46C4 9357 3324 93B D3E2 B829612C FF266317 EBF5FFD 3095DB6C F3811AB1 451ABD20 70AA980C 526FA682 3ABC9C0F
0 0 21 47 94 04 A1 75 57 82 82 9557 4B71 BC72 ACB6 EE83 76C7 9A55 8958 72FB 6DE8FB34 7CD216A4 877A6F4B 5BDAF49A 50F6EE5E 6868B719 38AC539E 963E262C A34DAB21
2 1 84 71 E8 E0 DD 73 32 3C 48 E4C9 A333 914D ABAE 74A3 50F9 5F78 108F BA5E D44C87E F728B97B 3CFCBEDD B0C96662 94DE524B E4FF1DD7 EED83556 8B09398E FB103B7E
1 1 C2 67 1F BD 5D 64 92 56 F4 BB39 B6AE FA83 6FF 10F7 1390 5EF0 911F E5EA 248B6D1A 2297E1EC 16D1744 6D1440BC C6EBCB45 C3E2209D 91AA58C8 6CFA15AB 44FAEA1D
0 1 70 1C BE BC E8 22 1D 90 C6 F6A1 D370 FD0B 9C2B F712 5613 F91F 47AB 33B9 CFA24636 743659D FCA73C50 E4AE2FF4 AD475241 F6544C8C 1E51D83E DB2E8233 EF60A4E8
2 0 CD 88 01 F1 AD A3 B2 31 F5 6B03 2B3D BAE6 DF14 C168 B954 50A3 BACA 13B 2E2F30FA AFB8148 E6428F87 3D1D4DFF 6A7FBEA 6F432D8 B041EDDD 52B033EA D69F7874
0 1 6B 69 27 C9 B5 46 10 3E B4 30B2 C3D 4DC7 3EA9 4AB7 9FE7 83F5 F432 AF3 5BF6C63C A88A7BAA FA3E6526 1E27C5E8 62AEDA02 AD03050C 5C48928A 4DEEF06C BB76D326
0 1 AD F7 0B 9C 65 A9 AD 4A EC A9D2 BFCB 795A 2035 4F48 4454 9985 8BBC 5F13 9AACD4CA C39419B4 994BBDE6 FBA32659 2444212A 76AD9EC6 E604E6E9 40BCE53E 8D9D84DF
2 1 2D 64 79 44 BD 20 B1 EC 32 DDD7 1821 68E8 414D E74F 40DA 710B BCF7 3C3B E9DFF647 1672B110 44F5D0A7 C6D9362A 96B93E0D CAA8BBE4 7B22FB76 1995C90A 99A23DAE
2 0 38 1D 75 99 31 B4 60 85 F9 F3F A346 C6B3 D44A 9216 DF8E E725 2044 41F0 B9CDDF3C 3A40605D FD79D17A A20FAD97 4DE96827 36959A96 11A8AC5E 5C86EAAC 65DB016B
0 0 D1 2E 8B 53 FF 3F C8 D6 A6 99C0 85CF 45C1 724E 12F9 759D FFA4 E8B8 C8AA 1CA31C59 AC9E43FA D5AF342D E045A22E C6440F8A 707A89EE ADB2D4CB 42274ED2 30683C73
2 0 77 BF F9 0D 80 60 26 25 18 9503 FBD0 64EA D942 CABE D178 B69E E52D 96D8 1C54F739 D2D624C 963ECD60 CF8050FC 5F51DD98 F5EEBD0D 531A6A2A A8A4392A 831AEF8C
2 0 59 92 A3 4B B4 07 5F C8 D9 B5BD 7F5B 1D1B 34DF 280E A528 BA63 83B6 40F3 E534C1A3 B964BD60 4CFC336B 1290C8DA B8CBA5E3 9C8A5F33 D2BA53F9 37EE665F 9C0334E8
1 1 5A 23 A0 06 CC 89 6C EB 30 4C10 DF63 8EDD 8909 B0FF 602E E464 85C5 D286 CB918E99 D8B85D55 4F82B793 C60BB069 D4B70C2D CACCAD83 DBA5FDA1 8BB25B8 D2DDAB02
2 1 29 C7 84 3F EC E7 1A EB F4 63D 42C EA3B E491 76EC 3551 9EB6 E85F 9AA2 347FD0EE 2CC9234A 33DC8778 46F89F54 5CE15472 9BE61251 175C015F 544C4AB9 F7698CA0
0 1 45 34 35 E8 E9 65 ED CF 41 BDEA 9D58 554D 7A81 C5FD 8BB1 3D48 8FE0 FFC4 725D92C3 FDE34460 73694326 1FEBDB18 BC10C124 7B2C27B3 8890A0C3 B900C724 EFA3C9E5
2 0 F9 10 13 1B 1F CD C3 BA A9 1F5A 3B54 8AE6 BFA7 C461 BC2C E2E5 1755 D59D F166BC98 FF803AD BB5453C9 380FDCAF C6BAF0C6 DAA6CA9 6BE7CDF9 62CA516F 53932806
0 1 38 6A 14 30 4A 89 6E E0 0D 4D9A 77D8 70DF BFEE 5AC7 1AEE 72C4 2BC5 5466 7C3262D3 28FE1E9C 3B9F02C2 EF29A2E8 E0BBF9F9 59FAA3DA 6CB62843 22C99BB 3468A992
1 0 35 92 AC 06 98 A6 3C D8 02 47C AE7C 5F93 15F4 3449 E3DD 7719 4571 717A 8D157F5C E1B38501 8FD04D4 3862AD06 B352F9A0 D6C11F42 8A896614 CE35B815 63B938F0
0 0 88 45 B6 A3 C6 31 C3 01 A1 CD69 84DE BD67 C145 10D7 6C60 E4C8 5D71 E854 433EE5E2 A9840DB3 5719B5E6 7FED1BB6 E6E20BCF 67998871 F408E12D 526FFB69 8EFDD63A
2 0 05 4E A1 31 A4 8E 88 CF FE 8B4D F606 BC2F FE6C B1B4 EFA8 1D7E 13BC 3B20 F84E6C40 7D25B7F2 C9B004C6 4D7C5031 12098516 4D562790 CC66ADAA D1CD83DC 98C4C993
0 0 81 4A DE BB B6 55 9B 61 24 2F10 5503 A44 577B 8A26 F543 6B0D 950A 753F B3815F8 53206AC0 75EE543 8075EAD0 58825FD5 8CD7FCE8 7BFE35AC E5CDBF4C 78DBCDD8
1 0 C8 CA CB 85 97 8C F0 96 D7 A064 132E 3A10 F977 6AFC D087 86DD FAE2 54D9 660E5B47 8FF143E4 80C89CA3 25909BD9 4F14D87F 3E80E09B B5CF73DC 49C5B615 F35270BE
2 1 A0 F5 94 24 11 99 8F 7C F9 8C4F 3ED4 188B F4CE F7B6 81BD 43E6 2F18 3656 3701A3F8 733C0DDF 907612D0 59170107 A6307A1A 79B2C2D4 242781DB 9AE5634B CCE2216E
0 0 65 DC EB E0 E5 03 C6 DE 40 36C7 9D74 9FC4 4211 3844 1357 4C3A C3B5 7EAC D1C85491 A0AE43D0 BE7EAEAA 73DA3DC6 E1FF58BE 2576B232 F960DA84 53CBC18 41BFCFB5
2 0 3A AB 55 18 D6 7F 68 F0 D2 4E93 A23B C46 61B1 4770 FFBA 26C 50BA 1415 A115CC9C 8C2968C0 8420CF06 DCCC3F96 1ED0C1B D69364E6 B8A8D04F 39AD276A 392E9788
2 1 9C D8 FB D3 0B BF D1 B3 35 C95A BC5C 81D9 8F10 2B0D 5A8B 69E6 7D43 A9AD 123AB27A B6B4983D D67DD4E4 77910F73 C4E58E45 C3A2AD9F 19F338FD FF2198CC AA811E7
0 1 8F 02 A4 C9 8D D0 4D 26 3B 9434 3823 7A4E 8123 E9E3 4B95 38D4 F1DF 761E 234F2725 DCCDB39 CCAA042E 718283D1 1A545805 5C8611B6 BA996141 B5F016B0 B134B85
0 1 C2 D3 C9 A0 5A 57 83 8F 2A 64DA 3277 D288 F860 23DB DF2C E3D9 76BC 9A15 1338B638 BC8E7270 69EDE331 76B082A3 7B5AE8F0 EA98B3CE EC462E71 AD88B1C1 DC1E9BD3
1 1 07 0B 3B 32 CD 47 05 B2 55 23CC 7911 25BC 126 91C1 60EE 6CE9 7A8E 838C 1DE0850A 7B203EFA 88C563E0 A4C90BD3 CAB45EF7 86C46BD1 74ACB30 A32E4185 9895FAFC
2 0 B3 45 09 24 2A 48 70 2A 6B E67D FEFC 9F34 827B D398 A95E E5B2 A373 7B97 16F71083 B642459E 99B80D71 8066EB7C EA9C7263 42803C43 19B9528 2D2DFEAF 46B80F1C
0 0 08 EF DB B6 CF 2C 98 5B 94 2EF9 CC87 8EDC A10E 5081 93EC 4D72 E52B 9F36 885B36EC FCB21978 63A7C334 B9AE0FFA EDC0B5AC DEBD89FC F6AEA9BC 78DD9D52 537EEEE
0 1 AC 45 FF 69 0E 3B EA 6B 93 417 35AF 73C7 A2FB AB2B C415 5B48 E30 D0AD D182E914 D4F25093 B3D67F59 11BB77E6 911C8B5B 630A821A 1D4A3D64 85D7BD27 D1135024
0 0 AA BA 55 B7 DC D2 D9 8D 10 A7BC BBE9 1216 A29C D75F 5153 B957 126D 2DFE D53D6EB0 92B9AC51 12347369 C3F2581B 1FA343D4 DE339871 CAF5342E FCAF918F FE6F4AE4
2 1 4E 3E A8 53 97 41 C1 F6 CB 65EE 7164 3423 7BF3 6172 61A8 4A02 6794 2039 A672F5E1 610E0558 24C8BC78 271E2762 4E0FFB4E F150DE16 9DA52F4B 83F986BC B9D2D62E
2 0 9A 9B A3 5C B0 8A AA D5 06 11A4 10FD D1DF 5AF3 312F 43AC A47D 2A93 A0D AA7DE851 8A715086 838937AA 93ABFFD9 7059BD1F E469EFC ECD75119 15D2E6BC B2FE680A
0 1 DD 7C 84 04 1A CA 5D 76 B0 5E01 FC21 82DC B5F 846C 6F1E D558 B615 B006 DEBC69F3 FAC80B19 1F0FCDB0 AEC4E961 D8B1CFD4 7C7A3546 75306C5C 487DEBDF 252EDB95
0 1 58 30 D8 5B 0C 7C F5 49 02 FEB D752 6904 A2A1 9386 7D53 5F8E 6FB5 51CD 30F0D2A4 78D0E5F8 FE5673FB 51A07E92 248CE553 ED2D2C09 E38AAF0F E41AF8F7 783F09FF
0 1 4B 10 14 91 EF 21 F1 C2 A8 2828 174D 5D4C 1F98 8EBF 6051 11A2 CB7E 7DF1 BD6AE5BB E15A2D79 30094D4 1B9C264A C8761BB7 3F5E1E27 28B8A1F5 97C6E206 45032DB2
2 0 73 6B 20 C3 6A BA 51 25 2B B2B8 2F49 AEE7 F68 AC59 C1AE 8507 9CD6 3B21 FA4FAE49 E858D227 4EAD0A71 371F065 B7F89578 D77BF032 1C961471 C6FC243 5A724A58
0 0 67 1D BA DB D0 2B 8B 75 3B 5799 F7A9 BD36 288D 70EE 846F 7DB 3077 FD06 B09B8D05 9B72788F 1EF9BA14 3210A1B 6E01CAA7 90DA93B3 D39C5AD1 6D4907ED 3CE743FA
2 1 0A E3 07 56 DA 5E B1 46 B1 9B6E 3B70 DF24 D838 A9CD 1A64 F5A6 DDBE 777E 4938A558 D63AB33A ABE47EA7 A3DF6BC7 C75B3620 A0595E1 5AF1ED31 728491F3 C7F27D05
1 0 B7 17 9C 40 33 30 90 CD 05 E107 9CEA 8508 14CB 7174 E70C B620 8F77 B148 C07662A3 79D96C18 555FFEEA 397FA9A0 43B63E87 B9C32923 C8EB319F F9291B5E FD6C0B56
1 1 D7 28 6A 1B 43 3A EA 85 E2 EBF 7F68 273C 3995 D22A 9719 63F9 AF8B 4289 374004BE 8E0D940 F504F91A 4FF5682D FA118EB9 EE192F15 A726649 3D4EA7E0 A8BBA906
2 0 FB 50 AF F2 3C 60 6F 03 E6 FEC5 D223 5B5B 17D7 6CF 92BA 1318 C0D4 25EB 142EC5A4 FDABBC10 E1B567D7 FEDBC6C8 7CC184F5 953A835B 41C391DB 3FFD3EBE CC672B49
0 0 F2 7D EA E1 1A F6 D6 F5 70 C3F3 3DF8 7A5F 2C0E 1D0D E573 8FE0 94B7 283 67015785 A1DF3786 62A381E0 CC12F219 482F178E 690C23ED 3517F581 1FCBA5F1 D0D2CE60
1 0 F2 14 71 1C 29 9A 94 28 34 4CB DAD5 66FD CC36 53AB C1A5 E301 E8B4 7DF0 A7E966B2 F84FE6C 744C7DA0 78F38B88 98F3315 20B09CA7 7DF91FF1 42F4C12C 57836880
1 1 64 13 8B C2 10 36 B7 6D A7 D520 FDE3 502 C12E 5237 14F8 5F78 DD6D A215 67CC7B4E 7B29EC87 425E8385 B7A6328B 975A6F3B EFE4CBE6 ABE7D260 253366ED 2B314F13
1 1 C1 9C 7D 69 F8 6C 9C B5 BD AAFC 1EE2 636C 6FA9 97AC 96D0 5BE7 5B67 BE86 EB286F72 7FDB748 F6A82282 7F358A11 183F189A 8D03C4E8 B572265E 1F630B99 F046944
0 1 F9 4A 1D CA E5 5D FD 18 6E B879 771B 4E3D 8E02 4D3 A175 F63 9FAC 5564 5E1139BA 66588439 6E56117D 6A2058CD 84D719C5 20BD4623 D65681F5 4CAB4F38 4C52ECAE
2 1 6E EC 1D 1A 70 13 FD EC EF 7D50 5B58 F7E3 BF5C 989B 830B 9D4E 1171 4F75 D50704B C88507BB 24F8CF68 53BCD6EC 66BFA49 6DB536E5 D5C63C40 3C3D37DA E9F8418C
1 0 C7 AD 0D 26 38 FF 1F BC 79 97B9 88A8 864A 7B3B 6917 511C C0BC 8E 3D6F 34905E8E 3DB6D5D6 3BA6FD7C 19AF8CBD 78D18200 80633896 4EBF409F 8E57D2D9 EBDD2806
2 0 6D 0D D7 EF 18 FC 9E 8A D1 812C 64CC E74D 28BC ABCD 69F7 6FA2 BF3E B295 A145622C 30B767B5 9D7BA2B3 77E1F09F 947639C1 97F8C864 BCBF64F5 D097A4F9 A2342755
0 1 7B 84 8A 07 2C 0F 68 D8 BA AC9A 9B16 FDE1 F37E FCBC 710C DFFF 48F 2A22 55934D74 D03E68ED 39836709 81C4A538 B340B591 AF0AA541 136E7464 CF58BD62 BF987E8C
0 1 8B B1 EE FF 17 1D 2D A4 CD 2226 D5AB FE67 551F EDD1 3ABB 920 B4F3 DD0B 145146FD 1B00E757 A4214045 DC2A4838 346ADE76 EAD7714E 659D65D2 90BD7A97 42DCF3F2
0 1 69 DB 9E 4A 36 0C 71 37 A5 8A37 895F EB86 2FB5 1E74 335E 8EEC FB1D 52AD ED763486 D17FBC4C CF003ABF 7DBDBF10 11DDBEBD F60D717E 5D13D6A8 9E9D811C D9BF27B3
1 0 29 22 E9 2E 0D B2 57 E2 18 AD4B EE23 45FB A6E7 C3BB 2BB7 6060 60B8 9A79 F6A5B01C CBDEE3D6 F2091505 47428D22 EBEB5C9A 790082FF 558D9157 96BA80C5 17BDA3BA
1 0 CF 80 86 BD F5 9C 00 FA 26 6E7E 2EBD 8F66 9F 5622 7EF C205 22E9 6551 E5C57EC4 F5C0F0E4 CAC3BF2A F439FFDF D2D96EEB 88C64FBC 18BD2DA5 6BFD3495 BAD189F7
1 1 AC 30 FA 56 2B 9A F1 01 32 D89 D67F D864 9292 D394 A06E 2429 8CC0 B65E 9F2FAA0E B8F8D648 E9B98CE6 BF9579CF 7CDE9F5B E8370FF0 B750D422 D77D3D4B 8DC865CE
0 1 0D 80 3F 86 28 F3 C8 3C 0B 54BB 8A40 EAA A156 6590 C65C 7A74 6F1C 5C3E 237CB39C C9655AE3 7F84E642 817D366F 9393BD8 2A37536B 740E0917 4FD93FCA 32D3523D
1 0 99 DD 9F A6 5A C3 80 60 CA 46AF EF57 5D24 7CB0 1493 50DA A063 501E 4BA1 CE7ED00B 6B7A7D0A A5A80DEA 611EA906 E275FA55 E8FF19B6 82142B70 C861CC6A 9B0D1870
0 0 01 1B 40 E1 C8 D0 ED 71 46 3D3A DED0 EC16 5263 3CE6 42B3 B3FA D6B6 533C 4503B263 792D906E 54682070 64951F8F 8043772C E6E861B0 A845B9F6 CDD6D16F 7C498652
2 1 C9 19 43 A4 12 B0 98 96 D9 4F47 F13E 4736 4A74 647C 78F9 BDC0 2EA8 9B61 B8FCCE47 B72009AC 8FE68861 E32DFC27 F3C6AC5F 694F04F7 4FFEED02 425B2461 C6D414F
1 1 91 22 02 E4 BF 0B E7 10 B0 4A1 58FB 3524 AF6C DC85 279A 1588 34A EAA3 711E129E FD3EC3C1 853B5917 8B7B1512 EC55FD1D 27BB1FFD B4459D8A 7E36058 DC544FC6
1 1 3B 6A 8E 0B 9F 28 6B 46 B9 D530 C121 D7E7 C87F 944E 6181 4779 381A 5B30 FC392C57 D34AA1EC C751F389 8812653D 76343FD7 EDE1892F DC3611D8 81DA37FC 20A9C5BC
1 0 3F E3 9A 08 BB DE B0 A5 A3 27AF E3EB 19C1 9B3B 620A C028 DE2E F67A 6CAA AC3D2D55 8E4671D BEE9340E 6078F179 1A27A122 CD128D62 5CF78551 2F4E04A6 4C011F8F
0 0 4F E8 C6 A0 37 26 A4 64 C3 5A4D 1F03 34C3 CA95 A8C0 8514 2ACA BCD7 E29F F4FC7E49 27B0058B 6CCA5E17 D9C25EE2 57AE21F A202B5C3 13F7C1D6 38997FF2 F6ADEF1F
2 0 FF B2 D8 9C E9 FA BE A7 17 E219 AC3E 4453 2062 B330 ADF7 5D77 C72B F91C 5131CC28 E99DD3AE 28C2F942 E082724A D4DEB185 7C69037B 70E089F8 EE62F5B8 247AF35B
2 1 5E 6E FA 0C 07 4F 04 35 92 95C7 327E 54C4 F9AE 990C 6C32 9C5C 9DF7 9893 664A603F B1185938 E950764D EA9AAE5C 9490CF73 5D320129 CC1DAA0 1D8C43C6 9C9471CB
2 1 C3 88 34 58 CB EF 44 DB 3C 6CC7 4532 B985 6FA 2F62 105D F28A A229 E422 23656A29 D118D37C 4D633DF6 ECE87DC3 A22246B5 A2F40D0D 64A7DB9F D61C386A FDF69DA9
0 0 C0 37 CB 01 1D B3 AA 71 EE 7BDD 4472 73D0 E069 E234 304E A823 D5F1 B2BF 37F90CEB C39E46E2 998AB7B3 F832E084 E402D97A 33DC8AF3 97B39B41 E8988E66 3A032B1C
